Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],"
6749,4516744,159,27.66,177519,12.41
6750,4516840,353,67.64,177537,12.41
6751,4517135,192,32.67,177555,12.41
6752,4517326,240,41.21,177573,12.84
6753,4517604,323,58.48,177591,12.41
6754,4517678,220,37.58,177612,12.41
6755,4517842,432,101.61,177630,12.41
6756,4518227,209,35.61,177648,12.41
6757,4518410,184,31.36,177666,12.63
6758,4518664,255,43.96,177684,12.41
6759,4518731,384,80.08,177702,12.63
6760,4518784,81,20.25,177724,12.41
6761,4518821,287,50.23,177745,12.63
6762,4519000,255,43.96,177844,12.41
6763,4519187,294,51.51,177862,12.63
6764,4519545,255,43.96,177880,12.2
6765,4519638,248,42.69,177905,12.41
6766,4519851,220,37.58,177923,12.41
6767,4519911,487,132.65,177941,12.2
6768,4520084,227,38.83,177959,12.41
6769,4520266,158,27.53,177977,12.41
6770,4520452,63,17.91,177995,12.2
6771,4520529,201,34.22,178024,12.41
6772,4520641,344,64.67,178042,12.41
6773,4520694,415,95,178060,12.41
6774,4520729,319,57.64,178078,12.41
6775,4520916,348,65.64,178184,12.41
6776,4521115,319,57.64,178289,12.63
6777,4521217,255,43.96,178307,12.2
6778,4521500,143,25.74,178325,12.2
6779,4521598,140,25.42,178343,12.2
6780,4521761,231,39.55,178361,12.41
6781,4521964,252,43.42,178379,12.2
6782,4521992,348,65.64,178397,12.41
6783,4522515,195,33.17,178418,12.41
6784,4522564,353,67.64,178436,12.2
6785,4522832,312,55.68,178454,12.41
6786,4522985,423,97.36,178472,12.2
6787,4523164,280,48.67,178490,12.41
6788,4523189,240,41.21,178511,12.41
6789,4523308,364,71.71,178616,12.41
6790,4523382,335,61.77,178634,12.41
6791,4523425,540,166.11,178652,12.2
6792,4523461,172,29.49,178670,12.41
6793,4523533,145,25.96,178688,12.41
6794,4523792,255,43.96,178710,12.41
6795,4523980,211,35.96,178728,12.41
6796,4524012,204,34.73,178746,12.41
6797,4524175,263,45.37,178764,12.2
6798,4524208,344,64.67,178782,12.63
6799,4524416,671,277.06,178800,12.2
6800,4524482,371,73.82,178818,12.2
6801,4524539,312,55.68,178839,12.41
6802,4524828,255,43.96,178866,12.2
6803,4524931,67,18.51,178964,12.41
6804,4524956,137,25.12,178982,12.84
6805,4525036,199,33.86,179007,12.41
6806,4525469,323,58.48,179025,12.63
6807,4525510,71,19.06,179043,12.63
6808,4525807,78,19.92,179061,12.41
6809,4526057,302,53.3,179079,12.41
6810,4526314,185,31.51,179097,12.41
6811,4526408,499,141.24,179115,12.2
6812,4526482,216,36.85,179139,12.41
6813,4526708,195,33.17,179157,12.41
6814,4526947,174,29.79,179175,12.41
6815,4527058,71,19.06,179193,12.41
6816,4527150,540,166.11,179214,12.41
6817,4527266,273,47.25,179321,12.41
6818,4527612,216,36.85,179339,12.41
6819,4527645,49,15.48,179357,12.41
6820,4527727,120,23.58,179375,12.2
6821,4527748,294,51.51,179393,12.41
6822,4527824,238,40.82,179411,12.41
6823,4528204,156,27.28,179433,12.41
6824,4528364,88,20.96,179452,12.41
6825,4528481,143,25.74,179470,12.63
6826,4528590,287,50.23,179488,12.2
6827,4528902,368,72.93,179506,12.41
6828,4529074,70,18.93,179524,12.41
6829,4529146,204,34.73,179542,12.2
6830,4529426,295,51.75,179567,12.2
6831,4529535,227,38.83,179672,12.2
6832,4529656,327,59.28,179690,12.2
6833,4529805,291,50.97,179708,12.41
6834,4530088,295,51.75,179733,12.41
6835,4530200,227,38.83,179751,12.2
6836,4530394,216,36.85,179769,12.41
6837,4530468,316,56.81,179787,12.2
6838,4530731,51,15.86,179894,12.2
6839,4530876,455,117.03,179912,12.2
6840,4531379,246,42.3,179937,12.2
6841,4531469,415,95,179955,12.2
6842,4531540,78,19.92,179973,12.41
6843,4531640,355,68.3,179991,12.2
6844,4532029,184,31.36,180012,12.2
6845,4532206,236,40.44,180118,12.41
6846,4532243,302,53.3,180136,12.41
6847,4532304,184,31.36,180154,12.2
6848,4532480,384,80.08,180172,12.41
6849,4532783,368,72.93,180190,12.2
6850,4532886,236,40.44,180208,12.2
6851,4532939,199,33.86,180226,12.2
6852,4533010,198,33.69,180247,12.41
6853,4533345,158,27.53,180265,12.41
6854,4533484,323,58.48,180283,12.2
6855,4533510,102,22.15,180301,12.41
6856,4533660,199,33.86,180319,12.41
6857,4533769,227,38.83,180337,12.41
6858,4533806,153,26.9,180365,12.2
6859,4533928,195,33.17,180461,12.41
6860,4534060,511,149.39,180479,12.2
6861,4534440,300,52.79,180502,12.2
6862,4534501,263,45.37,180520,12.2
6863,4534564,255,43.96,180544,12.2
6864,4534640,63,17.91,180562,12.41
6865,4534740,380,78.12,180580,12.2
6866,4534935,92,21.32,180598,12.2
6867,4534970,63,17.91,180616,12.41
6868,4535022,131,24.54,180634,12.41
6869,4535118,316,56.81,180659,12.41
6870,4535313,276,47.87,180677,12.2
6871,4535382,302,53.3,180695,12.41
6872,4535583,575,187.3,180727,12.2
6873,4535847,295,51.75,180833,12.2
6874,4535963,243,41.74,180851,12.41
6875,4536030,199,33.86,180869,12.2
6876,4536174,304,53.73,180887,12.41
6877,4536338,163,28.2,180905,12.2
6878,4536848,335,61.77,180923,12.2
6879,4536999,255,43.96,180941,12.41
6880,4537084,344,64.67,180962,12.2
6881,4537181,63,17.91,180980,12.2
6882,4537238,211,35.96,180998,12.2
6883,4537332,255,43.96,181016,12.2
6884,4537411,280,48.67,181034,12.2
6885,4537444,65,18.22,181055,12.2
6886,4537563,185,31.51,181160,12.2
6887,4537585,231,39.55,181178,12.2
6888,4537628,454,115.28,181196,12.2
6889,4537751,224,38.29,181214,12.2
6890,4537942,307,54.48,181232,12.41
6891,4538396,176,30.09,181261,12.2
6892,4538549,376,76.43,181279,12.2
6893,4538616,348,65.64,181297,12.41
6894,4538652,268,46.26,181315,12.2
6895,4538697,71,19.06,181333,12.2
6896,4538787,227,38.83,181351,12.41
6897,4538824,352,66.89,181373,12.2
6898,4538852,224,38.29,181391,12.41
6899,4539057,195,33.17,181503,12.2
6900,4539174,280,48.67,181602,12.2
6901,4539208,284,49.41,181620,12.2
6902,4539336,359,69.86,181644,12.2
6903,4539383,153,26.9,181662,12.2
6904,4539429,204,34.73,181680,12.2
6905,4539546,209,35.61,181698,12.2
6906,4539623,115,23.18,181716,12.2
6907,4539689,295,51.75,181734,12.2
6908,4539814,259,44.69,181756,12.2
6909,4539834,206,35.07,181774,12.2
6910,4539943,220,37.58,181793,12.2
6911,4540102,167,28.76,181811,12.2
6912,4540157,444,109.09,181829,12.2
6913,4540263,579,187.32,181850,12.2
6914,4540502,227,38.83,181955,12.2
6915,4540529,472,125.87,181973,12.2
6916,4540729,275,47.73,181991,12.2
6917,4540893,368,72.93,182009,12.2
6918,4541233,161,27.93,182027,12.2
6919,4541342,487,132.65,182045,12.2
6920,4541431,207,35.26,182067,12.2
6921,4541492,199,33.86,182089,12.2
6922,4541807,185,31.51,182107,12.2
6923,4542191,124,23.92,182125,12.2
6924,4542230,124,23.92,182143,12.2
6925,4542473,207,35.26,182161,12.2
6926,4542582,224,38.29,182185,12.2
6927,4542656,268,46.26,182206,12.2
6928,4542797,67,18.51,182305,12.2
6929,4542831,246,42.3,182323,12.2
6930,4543027,207,35.26,182343,12.2
6931,4543235,176,30.09,182367,12.2
6932,4543529,327,59.28,182385,12.2
6933,4543657,60,17.43,182403,12.41
6934,4543870,472,125.87,182421,12.2
6935,4543974,240,41.21,182439,12.2
6936,4544137,161,27.93,182457,12.2
6937,4544187,255,43.96,182479,12.2
6938,4544320,216,36.85,182497,12.2
6939,4544487,312,55.68,182515,12.41
6940,4544505,211,35.96,182533,12.2
6941,4544615,207,35.26,182554,12.2
6942,4545146,275,47.73,182660,12.2
6943,4545171,432,101.61,182678,12.2
6944,4545311,483,132.6,182696,12.2
6945,4545363,67,18.51,182714,12.2
6946,4545387,259,44.69,182732,12.2
6947,4545477,86,20.77,182750,12.2
6948,4545730,318,57.28,182768,12.2
6949,4545882,167,28.76,182790,12.2
6950,4545910,71,19.06,182808,12.2
6951,4545960,252,43.42,182830,12.2
6952,4546012,240,41.21,182848,12.2
6953,4546187,248,42.69,182866,12.2
6954,4546313,103,22.23,182884,12.2
6955,4546537,422,97.97,182911,12.2
6956,4546754,352,66.89,183010,12.2
6957,4546830,455,117.03,183028,12.2
6958,4547235,147,26.19,183046,11.88
6959,4547359,159,27.66,183064,12.2
6960,4547402,391,82.35,183088,12.2
6961,4547430,609,211.41,183106,12.2
6962,4547539,304,53.73,183212,12.2
6963,4547733,307,54.48,183230,12.2
6964,4547753,248,42.69,183248,12.2
6965,4547832,270,46.71,183266,12.2
6966,4547945,287,50.23,183290,12.2
6967,4548186,255,43.96,183308,12.2
6968,4548572,305,53.88,183329,12.2
6969,4548752,240,41.21,183428,12.2
6970,4548796,254,43.77,183446,12.2
6971,4548839,248,42.69,183470,12.2
6972,4548922,188,32.01,183488,12.2
6973,4549260,201,34.22,183506,12.2
6974,4549375,248,42.69,183524,12.2
6975,4549434,240,41.21,183542,12.2
6976,4549629,632,232.56,183560,12.2
6977,4549657,319,57.64,183582,12.2
6978,4549706,401,87.91,183600,12.2
6979,4549759,179,30.55,183618,12.2
6980,4549813,572,183.73,183636,12.2
6981,4549886,230,39.39,183658,12.2
6982,4549974,344,64.67,183681,12.2
6983,4550088,448,112.41,183787,12.2
6984,4550226,319,57.64,183805,12.2
6985,4550611,270,46.71,183823,12.2
6986,4550894,159,27.66,183841,12.2
6987,4551078,384,80.08,183859,12.2
6988,4551147,259,44.69,183881,12.2
6989,4551247,56,16.76,183899,12.41
6990,4551286,344,64.67,183917,12.2
6991,4551308,220,37.58,183935,12.2
6992,4551414,188,32.01,183953,12.2
6993,4551749,352,66.89,183971,12.2
6994,4551943,195,33.17,183989,12.2
6995,4551972,312,55.68,184013,12.2
6996,4552158,335,61.77,184034,12.2
6997,4552444,280,48.67,184132,12.2
6998,4552738,409,91.12,184150,12.2
6999,4552779,56,16.76,184168,12.2
7000,4552880,316,56.81,184192,12.2
7001,4552952,380,78.12,184210,12.2
7002,4553152,295,51.75,184228,12.2
7003,4553558,295,51.75,184246,12.2
7004,4553764,316,56.81,184264,12.2
7005,4553840,319,57.64,184282,12.2
7006,4553894,454,115.28,184304,12.2
7007,4554012,73,19.32,184322,12.2
7008,4554156,316,56.81,184340,12.2
7009,4554246,286,49.78,184358,12.2
7010,4554482,145,25.96,184379,12.2
7011,4554617,209,35.61,184491,12.2
7012,4554894,51,15.86,184509,12.2
7013,4554942,60,17.43,184527,12.2
7014,4555040,248,42.69,184545,12.2
7015,4555073,361,70.62,184563,12.2
7016,4555242,236,40.44,184581,12.2
7017,4555411,243,41.74,184603,12.2
7018,4555568,521,150.31,184621,12.2
7019,4555759,56,16.76,184639,12.2
7020,4556381,236,40.44,184657,12.2
7021,4556438,159,27.66,184675,12.2
7022,4556490,358,69.1,184693,12.2
7023,4556538,327,59.28,184711,12.2
7024,4556686,112,22.94,184736,12.2
7025,4557282,231,39.55,184926,12.2
7026,4557303,398,85.63,184944,12.2
7027,4557875,120,23.58,184962,12.2
7028,4557992,364,71.71,184987,12.2
7029,4558099,295,51.75,185005,12.2
7030,4558127,199,33.86,185023,12.2
7031,4558315,88,20.96,185041,12.2
7032,4558390,310,55.16,185059,12.2
7033,4558410,583,201.26,185077,12.2
7034,4558593,259,44.69,185095,12.2
7035,4558811,403,88.99,185117,12.2
7036,4558959,188,32.01,185135,12.2
7037,4559096,184,31.36,185153,12.2
7038,4559205,579,187.32,185174,12.2
7039,4559371,167,28.76,185273,12.2
7040,4559413,364,71.71,185304,12.2
7041,4559434,135,24.92,185322,12.2
7042,4559537,428,101.58,185340,12.2
7043,4559609,364,71.71,185358,12.2
7044,4559632,167,28.76,185376,12.2
7045,4559679,415,95,185394,12.2
7046,4559740,352,66.89,185415,12.2
7047,4559854,280,48.67,185433,12.2
7048,4559903,216,36.85,185451,12.2
7049,4559997,63,17.91,185469,12.2
7050,4560052,286,49.78,185487,12.2
7051,4560135,163,28.2,185508,12.2
7052,4560319,177,30.25,185614,12.2
7053,4560530,188,32.01,185632,12.2
7054,4560632,96,21.67,185650,12.2
7055,4560684,172,29.49,185668,12.2
7056,4560992,332,61.17,185686,12.2
7057,4561024,224,38.29,185711,12.2
7058,4561045,231,39.55,185729,12.2
7059,4561095,145,25.96,185747,12.2
7060,4561123,255,43.96,185765,12.2
7061,4561170,344,64.67,185783,12.2
7062,4561191,207,35.26,185801,12.2
7063,4561373,255,43.96,185821,12.2
7064,4561477,287,50.23,185842,12.2
7065,4561605,271,46.93,185863,12.2
7066,4561705,179,30.55,185962,12.2
7067,4561741,280,48.67,185980,12.2
7068,4561773,275,47.73,185998,12.2
7069,4561991,478,129.43,186022,12.2
7070,4562134,135,24.92,186044,12.2
7071,4562214,294,51.51,186062,12.2
7072,4562344,110,22.78,186080,12.2
7073,4562441,88,20.96,186098,12.2
7074,4562484,432,101.61,186116,12.2
7075,4562666,79,20.03,186140,12.2
7076,4562987,391,82.35,186158,12.2
7077,4563015,161,27.93,186176,12.2
7078,4563050,531,160.62,186194,12.2
7079,4563155,207,35.26,186215,12.2
7080,4563324,156,27.28,186321,12.2
7081,4563364,88,20.96,186339,12.2
7082,4563489,166,28.62,186357,12.2
7083,4563619,161,27.93,186375,12.2
7084,4563715,143,25.74,186393,12.2
7085,4563741,190,32.33,186411,12.2
7086,4563770,316,56.81,186433,12.2
7087,4564120,408,90.57,186451,12.2
7088,4564242,380,78.12,186558,12.2
7089,4564370,207,35.26,186576,12.2
7090,4564426,252,43.42,186594,12.2
7091,4564523,622,244.71,186612,12.2
7092,4564555,241,41.39,186637,12.2
7093,4564588,92,21.32,186658,12.2
7094,4564706,167,28.76,186757,12.2
7095,4564836,448,112.41,186775,12.2
7096,4564967,268,46.26,186793,12.2
7097,4565017,199,33.86,186818,12.2
7098,4565068,103,22.23,186836,12.2
7099,4565323,188,32.01,186854,12.2
7100,4565367,273,47.25,186876,12.2
7101,4565407,140,25.42,186894,12.2
7102,4565457,115,23.18,186912,12.2
7103,4565554,263,45.37,186937,12.2
7104,4565618,131,24.54,186955,12.2
7105,4565713,335,61.77,186973,12.2
7106,4565746,67,18.51,186991,12.2
7107,4565846,387,81.05,187012,12.2
7108,4565981,304,53.73,187118,12.2
7109,4566139,177,30.25,187136,12.2
7110,4566322,159,27.66,187154,12.2
7111,4566403,519,154.3,187172,12.2
7112,4566441,302,53.3,187190,12.2
7113,4566491,179,30.55,187208,12.2
7114,4566722,316,56.81,187226,12.2
7115,4566781,230,39.39,187247,12.2
7116,4566830,508,144.95,187265,12.2
7117,4566938,348,65.64,187283,12.2
7118,4567097,67,18.51,187301,12.2
7119,4567138,231,39.55,187319,12.2
7120,4567368,241,41.39,187337,12.2
7121,4567484,335,61.77,187367,12.2
7122,4567658,304,53.73,187463,12.2
7123,4567780,352,66.89,187481,12.2
7124,4567862,177,30.25,187499,12.2
7125,4568133,348,65.64,187517,12.2
7126,4568213,225,38.48,187542,12.2
7127,4568295,230,39.39,187560,12.2
7128,4568489,263,45.37,187578,12.2
7129,4568604,204,34.73,187596,12.2
7130,4568898,176,30.09,187618,12.2
7131,4568918,241,41.39,187636,12.2
7132,4569025,243,41.74,187661,12.2
7133,4569092,63,17.91,187679,12.2
7134,4569390,448,112.41,187700,12.2
7135,4569524,127,24.18,187799,12.2
7136,4569754,255,43.96,187817,12.2
7137,4569870,108,22.63,187842,12.2
7138,4569932,316,56.81,187860,12.2
7139,4569987,224,38.29,187878,12.2
7140,4570019,220,37.58,187896,12.2
7141,4570051,352,66.89,187914,12.2
7142,4570106,287,50.23,187932,12.2
7143,4570490,295,51.75,187950,12.2
7144,4570520,184,31.36,187973,12.2
7145,4570790,243,41.74,187991,12.2
7146,4570811,286,49.78,188009,12.2
7147,4571021,176,30.09,188027,12.2
7148,4571232,108,22.63,188048,12.2
7149,4571511,704,326.52,188154,12.2
7150,4571642,236,40.44,188172,12.2
7151,4571845,60,17.43,188278,12.2
7152,4571892,263,45.37,188296,12.2
7153,4571987,344,64.67,188314,12.2
7154,4572015,227,38.83,188332,12.2
7155,4572047,376,76.43,188356,12.2
7156,4572084,268,46.26,188374,12.2
7157,4572110,376,76.43,188392,12.2
7158,4572303,527,155.96,188411,12.2
7159,4572479,195,33.17,188429,12.2
7160,4572622,348,65.64,188451,12.2
7161,4572770,220,37.58,188475,12.2
7162,4572829,401,87.91,188496,12.2
7163,4572950,304,53.73,188594,12.2
7164,4573216,271,46.93,188612,12.2
7165,4573235,593,187.91,188630,12.2
7166,4573274,225,38.48,188654,12.2
7167,4573319,211,35.96,188672,12.2
7168,4573405,152,26.78,188690,12.2
7169,4573690,207,35.26,188708,12.2
7170,4573800,227,38.83,188726,12.2
7171,4573949,105,22.39,188744,12.2
7172,4574052,56,16.76,188766,12.2
7173,4574089,335,61.77,188784,12.2
7174,4574139,172,29.49,188802,12.2
7175,4574186,135,24.92,188820,12.2
7176,4574325,159,27.66,188841,9.3
7177,4574478,243,41.74,188947,12.2
7178,4574508,355,68.3,188965,12.2
7179,4574556,240,41.21,188983,12.2
7180,4574657,310,55.16,189001,12.2
7181,4574719,275,47.73,189019,12.2
7182,4574743,225,38.48,189037,12.2
7183,4574781,319,57.64,189055,12.2
7184,4574824,227,38.83,189079,12.2
7185,4574923,335,61.77,189097,12.2
7186,4574947,142,25.64,189115,12.2
7187,4575116,368,72.93,189133,12.2
7188,4575166,287,50.23,189151,12.2
7189,4575208,270,46.71,189169,12.2
7190,4575301,319,57.64,189201,12.2
7191,4575411,231,39.55,189300,12.2
7192,4575520,240,41.21,189318,12.2
7193,4575614,255,43.96,189336,12.2
7194,4575633,294,51.51,189354,12.2
7195,4576162,463,119.23,189378,12.2
7196,4576233,216,36.85,189396,12.2
7197,4576374,368,72.93,189414,12.2
7198,4576444,252,43.42,189432,12.2
7199,4576478,335,61.77,189450,12.2
7200,4576545,337,62.3,189468,12.2
7201,4576605,304,53.73,189490,12.2
7202,4576653,368,72.93,189508,12.2
7203,4576759,355,68.3,189526,12.2
7204,4576810,408,90.57,189547,12.2
7205,4577470,273,47.25,189646,12.2
7206,4577685,352,66.89,189671,12.2
7207,4577711,88,20.96,189689,12.2
7208,4577757,184,31.36,189707,12.2
7209,4577842,206,35.07,189725,12.2
7210,4577932,332,61.17,189743,12.2
7211,4578042,76,19.69,189761,12.2
7212,4578103,99,21.91,189779,12.2
7213,4578260,312,55.68,189800,12.2
7214,4578382,188,32.01,189906,12.2
7215,4578497,417,95.2,189924,12.2
7216,4578668,319,57.64,189942,12.2
7217,4578718,295,51.75,189965,12.2
7218,4578915,199,33.86,190071,12.2
7219,4579035,224,38.29,190093,12.2
7220,4579079,387,81.05,190112,12.2
7221,4579206,423,97.36,190130,12.2
7222,4579239,284,49.41,190148,12.2
7223,4579352,358,69.1,190173,12.2
7224,4579437,408,90.57,190191,12.2
7225,4579486,352,66.89,190209,12.2
7226,4579531,403,88.99,190227,12.2
7227,4579581,291,50.97,190245,12.2
7228,4579648,240,41.21,190263,12.2
7229,4579679,403,88.99,190281,12.2
7230,4579868,192,32.67,190303,12.2
7231,4580215,156,27.28,190324,12.2
7232,4580353,153,26.9,190423,12.2
7233,4580418,284,49.41,190441,12.2
7234,4580474,568,189.84,190459,12.2
7235,4580511,161,27.93,190483,12.2
7236,4580575,376,76.43,190501,12.2
7237,4580845,326,59.13,190519,12.2
7238,4580885,184,31.36,190537,12.2
7239,4580929,71,19.06,190555,12.2
7240,4581008,167,28.76,190573,12.2
7241,4581031,433,104.37,190595,12.2
7242,4581180,583,201.26,190613,12.2
7243,4581211,238,40.82,190631,12.2
7244,4581238,51,15.86,190649,12.2
7245,4581284,412,92.93,190673,12.2
7246,4581434,127,24.18,190779,12.2
7247,4581653,401,87.91,190797,12.2
7248,4581883,295,51.75,190815,12.2
7249,4581920,633,241.23,190837,12.2
7250,4581953,71,19.06,190855,12.2
7251,4581994,359,69.86,190873,12.2
7252,4582043,352,66.89,190898,12.2
7253,4582067,454,115.28,190916,12.2
7254,4582127,172,29.49,190934,12.2
7255,4582276,192,32.67,190952,12.2
7256,4582486,102,22.15,190970,12.2
7257,4582554,145,25.96,190988,12.2
7258,4582710,295,51.75,191006,12.2
7259,4582754,99,21.91,191031,12.2
7260,4582968,156,27.28,191131,12.2
7261,4583069,300,52.79,191149,12.2
7262,4583098,220,37.58,191167,12.2
7263,4583120,312,55.68,191185,12.2
7264,4583331,399,87.3,191209,12.2
7265,4583405,195,33.17,191227,12.2
7266,4583571,384,80.08,191245,12.2
7267,4583743,147,26.19,191263,12.2
7268,4583944,352,66.89,191281,12.2
7269,4584317,192,32.67,191299,12.2
7270,4584386,216,36.85,191321,12.2
7271,4584587,262,45.24,191339,12.2
7272,4584710,302,53.3,191357,12.2
7273,4584881,121,23.66,191378,12.2
7274,4585050,280,48.67,191477,12.2
7275,4585105,113,23.02,191502,12.2
7276,4585215,568,189.84,191520,12.2
7277,4585344,391,82.35,191626,12.2
7278,4585374,147,26.19,191644,12.2
7279,4585593,231,39.55,191667,12.2
7280,4585714,275,47.73,191685,12.2
7281,4585752,51,15.86,191709,12.2
7282,4585801,271,46.93,191727,12.2
